traffic_report_id,published_date,issue_reported,latitude,longitude,address,traffic_report_status,agency
54164C3DB2C5171B138C809D3CBE7A6637C31CBF_1567886429,2019-09-07T20:00:29.000Z,Traffic Hazard,30.415821,-97.695888,W Parmer Ln & Lamplight Village Ave,ARCHIVED,
F350D780EA8AAA48030B4DB64F790C14DBCD757F_1568925668,2019-09-19T20:41:08.000Z,Crash Service,30.266124,-97.780593,900-931 S Mopac Expy Svrd Nb,ARCHIVED,
A0C3CD9E41D288D91A6651CFC2B768DF5E86B175_1563211343,2019-07-15T17:22:23.000Z,Crash Urgent,30.470818,-97.790973,13300 N FM 620 RD SB,ARCHIVED,
024E4EF7F3C1A12DB0B9CD914318C226644C9537_1564297946,2019-07-28T07:12:26.000Z,zSTALLED VEHICLE,30.419356,-97.702838,N Mopac Nb To Parmer Eb Ramp & W Parmer Ln,ARCHIVED,
83EC73D69436A58D7BD6BA448A17C1AA22D950C8_1564601590,2019-07-31T19:33:10.000Z,Crash Urgent,30.293602,-97.67776,E 51st St & Springdale Rd,ARCHIVED,
C30635FB61378918AC1A7C5FEB2A819A5A6BCFAC_1565906351,2019-08-15T21:59:11.000Z,Traffic Hazard,30.32322,-97.728077,N Lamar Blvd & Houston St,ARCHIVED,
081BE7C370BF9E7B4C6E696276C1B2D57623B26B_1566414656,2019-08-21T19:10:56.000Z,Crash Service,30.159614,-97.776319,810 E Slaughter Ln,ARCHIVED,
9D634E9D726305D5B9A7D2E527F6C49DD3603F4F_1560184206,2019-06-10T16:30:06.000Z,Crash Urgent,30.261214,-97.73655,80-200 N Ih 35 Sb,ARCHIVED,
FE9CFBA27320B7BF42256D26FF2979B002274288_1566429073,2019-08-21T23:11:13.000Z,COLLISION WITH INJURY,30.346442,-97.593581,11700-11825 N Sh 130 Nb,ARCHIVED,
1AE6C5E0E0F345457C3ADB9A0EAD763BA11FDF44_1563458317,2019-07-18T13:58:37.000Z,Crash Urgent,30.297319,-97.717706,3900-4029 N Ih 35 Svrd Nb,ARCHIVED,
CAADB19AD59D4C77D722924EB5B27F6DAE1B2AD8_1566694550,2019-08-25T00:55:50.000Z,Crash Urgent,30.282272,-97.703754,1823 Airport Blvd,ARCHIVED,
A0C3CD9E41D288D91A6651CFC2B768DF5E86B175_1562253195,2019-07-04T15:13:15.000Z,Crash Urgent,30.22688,-97.769241,W Ben White Blvd Svrd Wb & S 1st St,ARCHIVED,
1111F431B07C69ECFB4466EF65391C4BDB995848_1560306938,2019-06-12T02:35:38.000Z,TRFC HAZD/ DEBRIS,30.167811,-97.723101,6901 Mc Kinney Falls Pkwy,ARCHIVED,
B35C0CD294CD10748019833CAFA625FC33487065_1560900389,2019-06-18T23:26:29.000Z,Traffic Hazard,30.152424,-97.767285,E Slaughter Ln & Bluff Springs Rd,ARCHIVED,
F7A682F3B85C16BC3E49029EA2B32D6E5808D587_1566169323,2019-08-18T23:02:03.000Z,Crash Urgent,30.344533,-97.705901,124 W Anderson Ln Svrd Wb,ARCHIVED,
776F707E19F39E6B830856A6CDF3AA605A5A283E_1569286318,2019-09-24T00:51:58.000Z,Crash Urgent,30.443712,-97.66481,15090 FM 1825 RD,ARCHIVED,
67DE6A669490F0E6BF9D405BA4C66A2CD17CC2FF_1559770955,2019-06-05T21:42:35.000Z,Crash Urgent,30.327646,-97.662221,8300-8521 E Us 290 Hwy Svrd Eb,ARCHIVED,
49DD744FF126341803FBB56A028DC0177C24F979_1568067988,2019-09-09T22:26:28.000Z,TRFC HAZD/ DEBRIS,30.186348,-97.609481,E Sh 71 Eb & Ross Rd,ARCHIVED,
2613C67184DB5B2F46B8F8277465AE5BF985821A_1569623036,2019-09-27T22:23:56.000Z,Traffic Hazard,30.232341,-97.698813,1200 Montopolis Dr,ARCHIVED,
0DCEDD9FF2B9E09E7BF85EEEC8CA731A3D606372_1568041624,2019-09-09T15:07:04.000Z,Crash Urgent,30.321999,-97.702366,6201 E Us 290 Hwy Eb,ARCHIVED,
BA5BFC9D29E57BDA5C45CF82D9FFF043329F313A_1565373060,2019-08-09T17:51:00.000Z,Traffic Hazard,30.423692,-97.764881,Fireoak Dr & Oak View Dr,ARCHIVED,
6BCFFC15B660B6DF99D88A62E6F07E27520309EE_1563735008,2019-07-21T18:50:08.000Z,Crash Urgent,30.182463,-97.847401,3328 W Slaughter Ln,ARCHIVED,
D584553119A41BDAF5910302B5C7771774ABCD4D_1559936274,2019-06-07T19:37:54.000Z,LOOSE LIVESTOCK,30.398219,-97.588056,14709 Cameron Rd,ARCHIVED,
EF9CB1ABFDB1D45BB08BD2742F179591C8266187_1566497858,2019-08-22T18:17:38.000Z,Traffic Hazard,30.229982,-97.788291,4329-4340 Menchaca Rd,ARCHIVED,
95DD84C617999229B78C5F962FFB585B2D6B24AF_1566631588,2019-08-24T07:26:28.000Z,VEHICLE FIRE,30.1572,-97.695029,6900-7319 S Us 183 Hwy,ARCHIVED,
8B057F39D18E294235AB27685BD61815C856EAA6_1568731356,2019-09-17T14:42:36.000Z,Crash Urgent,30.22688,-97.769241,W Ben White Blvd Svrd Wb & S 1st St,ARCHIVED,
52E39965D37749903CED91C49D41D01E5F292FBB_1567816595,2019-09-07T00:36:35.000Z,Crash Service,30.192787,-97.803094,Wynne Ln & Sherwood Rd,ARCHIVED,
FE88F21C480D20CF1A1D401A17250DC385A707F9_1559339566,2019-05-31T21:52:46.000Z,TRFC HAZD/ DEBRIS,30.516741,-97.937277,19700-21028 LINDEMAN LN,ARCHIVED,
813298B7BB778999A37F02076A5C54131CFFF6B5_1565616564,2019-08-12T13:29:24.000Z,Crash Urgent,30.163677,-97.8306,10701-10813 Menchaca Rd,ARCHIVED,
84080E163F546F114E0D57174A944192E1E7C7A1_1566906984,2019-08-27T11:56:24.000Z,Crash Urgent,30.216157,-97.749064,E Ben White Blvd Eb & Ben White Eb To Woodward Ramp,ARCHIVED,
1F1086DFBC090121A93929DF16653B5C0E5909D1_1561385281,2019-06-24T14:08:01.000Z,Crash Urgent,30.265359,-97.735209,500-524 N Ih 35 Svrd Sb,ARCHIVED,
F233E57F7A6FCD4DDE48AB163BCB8F1D4E960300_1561773658,2019-06-29T02:00:58.000Z,Traffic Hazard,30.358014,-97.671273,9901-10017 Dessau Rd,ARCHIVED,
906063F00D2555893E5C32E9249AE185AE689A7B_1564863630,2019-08-03T20:20:30.000Z,Crash Service,30.399553,-97.679342,12200 N LAMAR BLVD,ARCHIVED,
7A1B52FD835B0BEBB79168905903AD903FDA01BF_1568996872,2019-09-20T16:27:52.000Z,Traffic Hazard,30.173724,-97.823807,W Slaughter Ln & Menchaca Rd,ARCHIVED,
18DD8025688A8458D55DABF67D5CE9D57E155B82_1564405163,2019-07-29T12:59:23.000Z,Traffic Hazard,30.329564,-97.679392,2200 E Anderson Ln Wb,ARCHIVED,
803416F0D1FBCD8344B24B42E4CADBE33C1F6AD9_1564783568,2019-08-02T22:06:08.000Z,COLLISION,30.145767,-97.741539,E Slaughter Ln & Winter Haven Rd,ARCHIVED,
C61211674FD03175FEC87A9C01F39F72376CE104_1564572952,2019-07-31T11:35:52.000Z,Traffic Hazard,30.36073,-97.686826,9504 N Ih 35 Svrd Sb,ARCHIVED,
8C99E890FB1DC905B1E23FC12A520D0B6178F51A_1565709984,2019-08-13T15:26:24.000Z,Crash Urgent,30.392347,-97.725626,Burnet Rd & W Braker Ln,ARCHIVED,
B26AD862C55257CB44C33DB294F559908ABAAA39_1566949559,2019-08-27T23:45:59.000Z,Traffic Hazard,30.441049,-97.666195,14600-14901 Fm 1825 Rd,ARCHIVED,
F881B44B0C8B0ACE5BC97CF6066FDA86C2AF6E18_1559250321,2019-05-30T21:05:21.000Z,Crash Service,30.280632,-97.741991,W 18th St & Guadalupe St,ARCHIVED,
6BCFFC15B660B6DF99D88A62E6F07E27520309EE_1563989324,2019-07-24T17:28:44.000Z,Traffic Hazard,30.21198,-97.712537,E Ben White Blvd Svrd Eb & Montopolis Dr,ARCHIVED,
0CF950B5E4D2EBD7C978C76091DDCE6176845697_1562531361,2019-07-07T20:29:21.000Z,Traffic Hazard,30.475234,-97.793878,North Lake Creek Pkwy & Lakeline Mall Dr,ARCHIVED,
25C65868B540200530FE4D75EB95A9A92C0C76CE_1567541713,2019-09-03T20:15:13.000Z,Crash Service,30.405774,-97.852928,7302-7325 N FM 620 RD,ARCHIVED,
609B2C07DF917504A10BAA3991DE2F52320037D4_1564859605,2019-08-03T19:13:25.000Z,TRFC HAZD/ DEBRIS,30.297837,-97.827827,Bee Caves To Cap Tx Nb Ramp & S Capital Of Texas Hwy Nb,ARCHIVED,
5DB69F242F382BE567F2B3F31C40E0D8041BB424_1566259912,2019-08-20T00:11:52.000Z,Crash Service,30.471518,-97.785727,13401 N Fm 620 Rd Nb,ARCHIVED,
150AFBA2F606BF3E450D7DBFBA16C6673580CB77_1567204268,2019-08-30T22:31:08.000Z,Crash Urgent,30.330106,-97.68891,7515 Cameron Rd,ARCHIVED,
584ECC77DAA8F08488FD96DA8F4DBF91E2378EFF_1561649729,2019-06-27T15:35:29.000Z,COLLISN/ LVNG SCN,30.398793,-97.641168,13009 Dessau Rd,ARCHIVED,
45E7CD730BC7DE3EA89EB190D1D1BDF4F3969F07_1571964815,2019-10-25T00:53:35.000Z,Crash Urgent,30.219788,-97.671761,1600-1826 E Sh 71 Eb,ARCHIVED,
69E356FC5B897FF52301D1A4D870E2862A05C244_1559797910,2019-06-06T05:11:50.000Z,Crash Urgent,30.358392,-97.695035,102 W Fawnridge Dr,ARCHIVED,
0A24D3CB30F8C1B8F9ED74664BEAFD46ECCD055D_1562352441,2019-07-05T18:47:21.000Z,TRFC HAZD/ DEBRIS,30.456161,-97.665638,N Ih 35 Svrd Nb & Grand Avenue Pkwy,ARCHIVED,
2BD746386E7303C37C516CE228D22B96E3BAC1F5_1566347655,2019-08-21T00:34:15.000Z,Traffic Hazard,30.273687,-97.77164,0 N Mopac Nb To 5th Eb Ramp,ARCHIVED,
443233BF934850484D12F21D9603A36EE83D1DFB_1562192391,2019-07-03T22:19:51.000Z,Crash Service,30.280337,-97.832678,5700 Sedgefield Dr,ARCHIVED,
037880D210451B590C3A5229EA350645724E7E15_1569887998,2019-09-30T23:59:58.000Z,Traffic Hazard,30.17698,-97.758896,8700-blk Lendall Ln,ARCHIVED,
D1000DE2F9FFD4C0DB208515517681A7E26F07A2_1564499242,2019-07-30T15:07:22.000Z,COLLISION,30.397674,-97.928911,N Fm 620 Rd & Hudson Bend Rd,ARCHIVED,
8529267BD09088E4166AB6E4E6894C7E1A85928F_1568257213,2019-09-12T03:00:13.000Z,Traffic Hazard,30.340104,-97.701517,400-717 E Anderson Ln Eb,ARCHIVED,
055550DAD2FD7BB5AEE434F17CA74CA072982AC1_1562624738,2019-07-08T22:25:38.000Z,Crash Urgent,30.40361,-97.724634,3400 Palm Way,ARCHIVED,
C18557DED94F94DC63CBCEC520F2FEEB823C4E3D_1566854573,2019-08-26T21:22:53.000Z,Traffic Hazard,30.314978,-97.735968,800-925 W 46th St,ARCHIVED,
AFF60C26AB00F0AD980AF68C68A926FA11795EF9_1569017239,2019-09-20T22:07:19.000Z,Traffic Hazard,30.33585,-97.78115,5233 Tortuga Trl,ARCHIVED,
1C90B882D4AC9C7D95D597BD8B37E3BFA36AEC00_1569792103,2019-09-29T21:21:43.000Z,Crash Service,30.413576,-97.673093,12901 N Ih 35 Svrd Nb,ARCHIVED,
69981D3A5BBF8A2BA25DB9541830318A04450EC5_1561140062,2019-06-21T18:01:02.000Z,Crash Service,30.203443,-97.742294,4512 S Pleasant Valley Rd,ARCHIVED,
1C602EBC50CDB2284E1383EE41EDCFE2344B11B5_1559848530,2019-06-06T19:15:30.000Z,zSTALLED VEHICLE,30.324556,-97.674063,7600 E Us 290 Hwy Svrd Eb,ARCHIVED,
9D8F196778994B24669EE783E53B619E1589B219_1561229525,2019-06-22T18:52:05.000Z,TRFC HAZD/ DEBRIS,30.390226,-97.908972,4346-4364 N FM 620 RD,ARCHIVED,
01E3A3BB9CD2511B27D53D2F775104E07AC4F107_1567520242,2019-09-03T14:17:22.000Z,Crash Service,30.212239,-97.748246,Freidrich Ln & Directors Blvd,ARCHIVED,
0311E1791C1FE92ECD3215FA0472BCE6BF2B252D_1569192651,2019-09-22T22:50:51.000Z,Crash Urgent,30.391952,-97.708603,11200-11218 METRIC BLVD,ARCHIVED,
1D4819FD179F9926C5063C1C33BC8A7D791FBC26_1560167621,2019-06-10T11:53:41.000Z,Traffic Hazard,30.286311,-97.669407,E Martin Luther King Jr Blvd & Tannehill Ln,ARCHIVED,
458B8E1374AD25CD206027D912827671180F8306_1564715943,2019-08-02T03:19:03.000Z,Traffic Hazard,30.332839,-97.686169,E Anderson Ln Svrd Wb & Cameron Rd,ARCHIVED,
0FF8DA9900FB2FBE4702038E01DAE5A8088B80DA_1568155796,2019-09-10T22:49:56.000Z,COLLISION,30.278102,-97.620728,5810 N Imperial Dr,ARCHIVED,
C78296AA3AA7F4083D9C41486953ADED522A1F26_1561592602,2019-06-26T23:43:22.000Z,Crash Service,30.37954,-97.687684,N Lamar Blvd & Kramer Ln,ARCHIVED,
54EA9BE9D0B2076FA355586C14CC03B84AD13C70_1564685488,2019-08-01T18:51:28.000Z,Traffic Hazard,30.302742,-97.715626,0 N Ih 35 Sb To Airport Ramp,ARCHIVED,
FFD63112BA288B8043425D9FA47646CC9CA53E25_1565808113,2019-08-14T18:41:53.000Z,COLLISN/ LVNG SCN,30.274396,-97.80043,Bee Caves Rd & Walsh Tarlton Ln,ARCHIVED,
3B928622F8479780E1593E188D5315EDB7D6F786_1568842665,2019-09-18T21:37:45.000Z,Crash Service,30.241047,-97.737398,Woodland Ave & S Ih 35 Svrd Sb,ARCHIVED,
7F8EE84F4CF599BE71DC87A7EECACF740C7F12B7_1565732476,2019-08-13T21:41:16.000Z,Traffic Hazard,30.460123,-97.793374,13609-13749 N Us 183 Hwy Nb,ARCHIVED,
96E6369F5A57A90FA77A2330B8A418502F294AF9_1560387174,2019-06-13T00:52:54.000Z,Crash Urgent,30.41012,-97.640124,Harrisglenn Dr & Fort Dessau Rd,ARCHIVED,
DD01903921EA24941C26A48F2CEC24E0BB0E8CC7_1564596110,2019-07-31T18:01:50.000Z,Crash Urgent,30.332714,-97.727016,6300 Grover Ave,ARCHIVED,
8334918DA76533B5C14F235F374E327C95035AA3_1562271851,2019-07-04T20:24:11.000Z,Crash Service,30.188056,-97.764514,1909 E William Cannon Dr,ARCHIVED,
FE025DC13E5C9AB0D0625CAE795D5CB0A0444B1D_1569614529,2019-09-27T20:02:09.000Z,Traffic Hazard,30.363452,-97.717656,8700-8814 Research Blvd Sb,ARCHIVED,
F29FA043B3EA6E599C8A224B6E6A13CE3C9C9191_1559855602,2019-06-06T21:13:22.000Z,Crash Urgent,30.334665,-97.692078,1117-1135 E Anderson Ln Svrd Eb,ARCHIVED,
1BF6592ECF317C9CD6F92BAB901B7AC5DD6FA2AF_1565383086,2019-08-09T20:38:06.000Z,Traffic Hazard,30.348454,-97.794827,500-599 ZONE LAKE AUSTIN,ARCHIVED,
D3EFF7C2F16A30F8D386687BAAE68065FE019B6A_1567630036,2019-09-04T20:47:16.000Z,Crash Service,30.331254,-97.623264,9700-9708 Giles Ln,ARCHIVED,
80D5B2A867B21E37CD472071370518DF40FA4F01_1562675093,2019-07-09T12:24:53.000Z,TRFC HAZD/ DEBRIS,30.121575,-97.811632,OLD SAN ANTONIO RD & FIELD DR,ARCHIVED,
FE9A7F71D2BCDCA192CBC99645A4B67A9800A37F_1564020666,2019-07-25T02:11:06.000Z,TRFC HAZD/ DEBRIS,30.111693,-97.804423,0 S Sh 45 E Eb To Fm 1327 Ramp,ARCHIVED,
C465CA6FDF91527E8237C635BDF908249BA0A095_1563186265,2019-07-15T10:24:25.000Z,Crash Urgent,30.25364,-97.703221,403 Springdale Rd,ARCHIVED,
0AEC17CE3BFF113E1C7C16E9D9DCAF90BF590974_1560027583,2019-06-08T20:59:43.000Z,Traffic Hazard,30.405904,-97.745451,10210-11156 Research Blvd Sb,ARCHIVED,
9D65C4A27A601E62A599F3059159476CD76933A4_1561937646,2019-06-30T23:34:06.000Z,Crash Service,30.365726,-97.707288,Parkfield Dr & Quail Park Dr,ARCHIVED,
311FD155BAFBC7FD0A5DB010F80D9090F1E689DE_1564680795,2019-08-01T17:33:15.000Z,Crash Service,30.376852,-97.732687,9185 Research Blvd Svrd Nb,ARCHIVED,
2E8D241FA2CA9957D1B8FAB2A3D479F07A2C963B_1559433286,2019-06-01T23:54:46.000Z,Traffic Hazard,30.337369,-97.75505,5500-6631 N Mopac Expy Nb,ARCHIVED,
E695AFAA4AA6E2B2ED116D730781E2D5014392B1_1559683763,2019-06-04T21:29:23.000Z,COLLISION,30.231349,-97.929584,9300 W Us 290 Hwy,ARCHIVED,
BFA2BEBCBE6B2347840887DDAD4A0F2CE22194D9_1562911019,2019-07-12T05:56:59.000Z,Traffic Hazard,30.232168,-97.803114,W Ben White Blvd Wb & S Lamar Blvd Sb,ARCHIVED,
510B67B924C227BE10A0D00293F43E588A3BF528_1567811249,2019-09-06T23:07:29.000Z,Crash Service,30.320133,-97.706662,5901 N Ih 35 Svrd Nb,ARCHIVED,
3B8BE1DDB4D49FC85D469A4AE81BA0D8FEC52157_1563405081,2019-07-17T23:11:21.000Z,Traffic Hazard,30.341238,-97.760701,3552-3599 Fm 2222 Rd,ARCHIVED,
A7A134063601B2EC0851E7C2501B3F12D9EE2DE0_1568826163,2019-09-18T17:02:43.000Z,Traffic Hazard,30.259731,-97.749256,400-523 W Riverside Dr,ARCHIVED,
948B13C7BA369F02FC29D936C124689877023958_1560127479,2019-06-10T00:44:39.000Z,Traffic Hazard,30.265387,-97.70904,N Pleasant Valley Rd & Webberville Rd,ARCHIVED,
8E3C07A198EFA67E51A01F3AB800663A57EA6E50_1562109320,2019-07-02T23:15:20.000Z,Traffic Hazard,30.404409,-97.725712,11603-11937 N Mopac Expy Nb,ARCHIVED,
7841FB1F92B99194CA818D410CB09430731B6285_1562548103,2019-07-08T01:08:23.000Z,zSTALLED VEHICLE,30.36742,-97.706236,W Rundberg Ln & Parkfield Dr,ARCHIVED,
8B0CE07A17B0659637EC25373E8F83EA99FC8B2F_1562612417,2019-07-08T19:00:17.000Z,COLLISION,30.259986,-97.813676,2500-2700 S CAPITAL OF TEXAS HWY NB,ARCHIVED,
50DAC89F6D32513B42B26CBB102EBF039700C2E3_1563559343,2019-07-19T18:02:23.000Z,Crash Urgent,30.434048,-97.770243,8635-8682 Spicewood Springs Rd,ARCHIVED,
B46A1DA474C765180D3D049F341D58B753DBA53F_1566952828,2019-08-28T00:40:28.000Z,Traffic Hazard,30.475996,-97.764637,N Fm 620 Rd Nb & W Parmer Ln,ARCHIVED,
6CCF18992FF5EA664718C1372EA46636A87FEE23_1566111054,2019-08-18T06:50:54.000Z,LOOSE LIVESTOCK,30.135959,-97.680245,8246-8611 S Fm 973 Rd,ARCHIVED,
67469575771DF48906920B2A850CCC7FD96DDD32_1562356791,2019-07-05T19:59:51.000Z,zSTALLED VEHICLE,30.407802,-97.678176,W Parmer Ln & N Lamar Blvd,ARCHIVED,
C20DDEFA2174FFEC6DDB31D7E6D7DFB8B3F5C04C_1564699624,2019-08-01T22:47:04.000Z,TRFC HAZD/ DEBRIS,30.229497,-97.820298,4100-blk Ernest Robles Way,ARCHIVED,
28D45187F026D4FCF15333C3928B58087FA27B5B_1566427920,2019-08-21T22:52:00.000Z,TRFC HAZD/ DEBRIS,30.384694,-97.644888,2000-blk E YAGER LN,ARCHIVED,
7173E41E4DE7A780906FADA68A682817C8803ED2_1564692922,2019-08-01T20:55:22.000Z,Traffic Hazard,30.274611,-97.730983,N Ih 35 Svrd Nb & E 15th St,ARCHIVED,
1779E398E459464E06C5BC073DF31D628117B618_1569242287,2019-09-23T12:38:07.000Z,zSTALLED VEHICLE,30.430893,-97.700503,12800 N Mopac Expy Nb,ARCHIVED,
BB81F7F6E1C401676717FFD0144594BEEEC881F4_1567548394,2019-09-03T22:06:34.000Z,COLLISION/PRIVATE PROPERTY,30.379922,-97.526485,14832 N FM 973 RD,ARCHIVED,
A30610AEC7126A57209B8C2778E97D17BFCBA1FC_1564417330,2019-07-29T16:22:10.000Z,Traffic Hazard,30.27341,-97.723894,1200-1299 COMAL ST,ARCHIVED,
9356DBEE19C30AE392EE87EEAF807E175295E24F_1561136272,2019-06-21T16:57:52.000Z,Crash Service,30.294758,-97.719382,E 38th Half St & N Ih 35 Svrd Nb,ARCHIVED,
BB90B951CC44027CFDFEF5D1148376CC9FA9D554_1568719934,2019-09-17T11:32:14.000Z,Traffic Hazard,30.137376,-97.863466,2716-2808 Bliss Spillar Rd,ARCHIVED,
31000790222225F0C2D33C517CBEF665AD601A4B_1563376165,2019-07-17T15:09:25.000Z,LOOSE LIVESTOCK,30.355896,-97.5347,13201-13425 N FM 973 RD,ARCHIVED,
46A235EDB379D9CEE65285DE44555EC1C02ED713_1561645888,2019-06-27T14:31:28.000Z,Traffic Hazard,30.172079,-97.798964,500 W Slaughter Ln,ARCHIVED,
7F3E682394BD7B575D3C6A9AFDE8D8DFCC488A0A_1561830328,2019-06-29T17:45:28.000Z,Traffic Hazard,30.195551,-97.624288,3738-3808 S Sh 130 Svrd Sb,ARCHIVED,
3C5888626CA6876E25780E9B00396BDF5E4AAB6A_1564815328,2019-08-03T06:55:28.000Z,Crash Urgent,30.343251,-97.698127,400-799 E Wonsley Dr,ARCHIVED,
A2B25FC79F974018341C45A6C06310D933F44E62_1576962274,2019-12-21T21:04:34.000Z,Traffic Hazard,30.233854,-97.740992,2300 S Ih 35 Nb,ARCHIVED,
D92055328A6D25F74005C32CB76EE896127F83B4_1568295366,2019-09-12T13:36:06.000Z,Crash Service,30.191283,-97.731155,5901 E Stassney Ln,ARCHIVED,
3ECABDEBF8352E919131B46CFEBCFD6963486998_1565790678,2019-08-14T13:51:18.000Z,Traffic Hazard,30.393205,-97.83044,7016-7233 Ribelin Ranch Dr,ARCHIVED,
F594216AB73D45120DC603E926DA86C1AE918428_1568074859,2019-09-10T00:20:59.000Z,COLLISION,30.352809,-97.528379,18205 Topsail Dr,ARCHIVED,
474AA38A091D3D883DF86C596AAB764EE61D5EB3_1562187983,2019-07-03T21:06:23.000Z,COLLISION WITH INJURY,30.294342,-97.570199,8500-8820 N Fm 973 Rd,ARCHIVED,
954766448011A573ED48E3E92F4B069F62EF4B92_1566228894,2019-08-19T15:34:54.000Z,Traffic Hazard,30.185793,-97.835316,9300 BERNOULLI DR,ARCHIVED,
A30610AEC7126A57209B8C2778E97D17BFCBA1FC_1563293669,2019-07-16T16:14:29.000Z,Crash Urgent,30.228854,-97.743594,2711 S Ih 35 Svrd Nb,ARCHIVED,
DD84F0EE24CFD17BA4AC744AFAD8DE1687C2A400_1562188143,2019-07-03T21:09:03.000Z,COLLISN/ LVNG SCN,30.348672,-97.55849,11000-11017 E Us 290 Hwy Eb,ARCHIVED,
02177BB470EC8D951EC376A1EDB9D76AC9B82BFE_1567309680,2019-09-01T03:48:00.000Z,LOOSE LIVESTOCK,30.337669,-97.558516,E Brenham St & S Lexington St,ARCHIVED,
C1C3980607E0D1A7307A39A91165A041B97E3E8C_1561383222,2019-06-24T13:33:42.000Z,Crash Urgent,30.340712,-97.699267,7500-7900 N Ih 35 Sb,ARCHIVED,
541F30BE722D676339223F392B3E9B48DF7DD529_1568910043,2019-09-19T16:20:43.000Z,zSTALLED VEHICLE,30.202411,-97.666936,3600 Presidential Blvd,ARCHIVED,
B852035718A45A6479B38C26FA96B28B0C9A8A56_1568069922,2019-09-09T22:58:42.000Z,COLLISION,30.15287,-97.657703,S Sh 130 Sb & Elroy Rd To S Sh 130 Sb Ramp,ARCHIVED,
73EE4958BDB5A056029EBD39B8ABBAA3DBC0F333_1566502757,2019-08-22T19:39:17.000Z,Traffic Hazard,30.16707,-97.786925,S Ih 35 Svrd Sb & W Slaughter Ln,ARCHIVED,
BDA09BA2C0046773A13BFAC20BF620D2317ADBF6_1560472296,2019-06-14T00:31:36.000Z,Crash Urgent,30.209365,-97.784873,Cougar Dr & W Stassney Ln,ARCHIVED,
445CD2FD3273962BDF09425109A2D09F7170E837_1568522478,2019-09-15T04:41:18.000Z,Traffic Hazard,30.273561,-97.690424,Oak Springs Dr & Springdale Rd,ARCHIVED,
178F71645D8D762522EDE90115F4F50F1E19D62B_1567826231,2019-09-07T03:17:11.000Z,COLLISION WITH INJURY,30.293118,-97.810679,100-724 Yaupon Valley Rd,ARCHIVED,
278BDAB57253765B3AB458A7D9295ABF2F42FFB6_1567026873,2019-08-28T21:14:33.000Z,Crash Urgent,30.240844,-97.756924,W Oltorf St & Wilson St,ARCHIVED,
96FA3E6F71FD2261F7325C90CDA49AEDD8641132_1568640892,2019-09-16T13:34:52.000Z,Crash Urgent,30.202249,-97.804371,6900-6903 Cannonleague Dr,ARCHIVED,
6896DDC64EF4051E872B1E3B3B37D25E74F3C335_1568574102,2019-09-15T19:01:42.000Z,zSTALLED VEHICLE,30.215516,-97.75126,E Ben White Blvd Svrd Eb & S Ih 35 Svrd Nb,ARCHIVED,
4B3DD95E69E77EFEAA3844FD6F6F6FFC5C3BD3F1_1563912032,2019-07-23T20:00:32.000Z,Crash Service,30.280072,-97.689904,1307 Cometa St,ARCHIVED,
10EE533687066D04D8C069BAEE84FF534B36CA92_1564975142,2019-08-05T03:19:02.000Z,Crash Service,30.268716,-97.745203,W 6th St & Lavaca St,ARCHIVED,
7E1FA886217D76D01525F11D1C4FDB7F8DEF82DD_1563943928,2019-07-24T04:52:08.000Z,Crash Service,30.443005,-97.74173,6010 W Parmer Ln,ARCHIVED,
E102F58E52490B7362DDC18B36BE9A77AAE19F31_1566220207,2019-08-19T13:10:07.000Z,Crash Service,30.192867,-97.75417,2307 Dove Dr,ARCHIVED,
DAE5FD66A9257B4F6461079F24D43322E5D86662_1566319526,2019-08-20T16:45:26.000Z,COLLISION,30.405531,-97.927156,4400-blk Hudson Bend Rd,ARCHIVED,
BB81F7F6E1C401676717FFD0144594BEEEC881F4_1568761529,2019-09-17T23:05:29.000Z,COLLISION,30.126442,-97.641369,12900-13219 Fm 812 Rd,ARCHIVED,
EB9E8A480710C0251EE2986C3DDFBF399A5F1FBC_1567801467,2019-09-06T20:24:27.000Z,TRFC HAZD/ DEBRIS,30.152424,-97.767285,BLUFF SPRINGS RD & E SLAUGHTER LN,ARCHIVED,
C9A29848A88AE775219A33558046DA3BF7BFE247_1565967569,2019-08-16T14:59:29.000Z,Traffic Hazard,30.335252,-97.806242,Westlake Dr & N Capital Of Texas Hwy Nb,ARCHIVED,
127DE7FFA5BC9D10BEEC85A3055BFD5CC0A4D308_1562336428,2019-07-05T14:20:28.000Z,COLLISION/PRIVATE PROPERTY,30.398952,-97.641062,13021 Dessau Rd,ARCHIVED,
21EA6BFCAE8BED1A4C7BC3D18F8D5F250D1E78C2_1568931085,2019-09-19T22:11:25.000Z,Crash Urgent,30.23245,-97.826538,4900-5348 S Mopac Expy Sb,ARCHIVED,
0C044C6CEEC204CCAAC7CF0E5A05B45A122FBFEB_1567606582,2019-09-04T14:16:22.000Z,Crash Urgent,30.197545,-97.692204,3700 Mc Kinney Falls Pkwy,ARCHIVED,
FCD8B5B9ECB89E65D56504F6F6CFE82EED26887E_1564009440,2019-07-24T23:04:00.000Z,Traffic Hazard,30.233305,-97.74066,2300-2500 S Ih 35 Svrd Nb,ARCHIVED,
ABCD1C5876F36174110775438923CE78ACBF8594_1569108386,2019-09-21T23:26:26.000Z,LOOSE LIVESTOCK,30.121506,-97.667262,11600 MOORE RD,ARCHIVED,
